S.N.,E,Gam,phi,C,Neu,dil,ExDep,Bfill,Plthk,FAng,Inc,Sp,Len,FOS,Dis
2544,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,5.0,15,0.7,0.8,1.275,-0.103
2545,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,5.0,15,0.9,1.2,1.394,-0.075
2546,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,5.0,15,0.9,1.0,1.205,-0.096
2547,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,5.0,15,0.9,0.8,0.0,-0.059
2548,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.5,1.2,1.947,-0.045
2549,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.5,1.0,1.761,-0.047
2550,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.5,0.8,1.543,-0.052
2551,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.7,1.2,1.818,-0.047
2552,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.7,1.0,1.585,-0.053
2553,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.7,0.8,1.36,-0.06
2554,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.9,1.2,1.525,-0.054
2555,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.9,1.0,1.318,-0.06
2556,6500,19.5,34.0,5.0,0.35,4.0,6.0,0,200,10.0,15,0.9,0.8,1.065,-0.076
2557,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.5,1.2,1.883,-0.037
2558,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.5,1.0,1.69,-0.042
2559,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.5,0.8,1.493,-0.055
2560,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.7,1.2,1.712,-0.043
2561,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.7,1.0,1.473,-0.05
2562,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.7,0.8,1.275,-0.076
2563,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.9,1.2,1.423,-0.058
2564,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.9,1.0,1.217,-0.076
2565,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,5.0,15,0.9,0.8,0.0,-0.04
2566,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.5,1.2,1.968,-0.026
2567,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.5,1.0,1.757,-0.028
2568,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.5,0.8,1.558,-0.032
2569,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.7,1.2,1.812,-0.028
2570,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.7,1.0,1.596,-0.033
2571,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.7,0.8,1.378,-0.039
2572,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.9,1.2,1.5,-0.037
2573,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.9,1.0,1.286,-0.043
2574,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,100,10.0,15,0.9,0.8,1.118,-0.056
2575,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.5,1.2,1.899,-0.036
2576,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.5,1.0,1.688,-0.04
2577,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.5,0.8,1.496,-0.052
2578,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.7,1.2,1.706,-0.042
2579,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.7,1.0,1.483,-0.047
2580,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.7,0.8,1.284,-0.067
2581,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.9,1.2,1.407,-0.053
2582,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.9,1.0,1.206,-0.066
2583,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,5.0,15,0.9,0.8,0.0,-0.039
2584,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.5,1.2,1.991,-0.025
2585,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.5,1.0,1.751,-0.026
2586,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.5,0.8,1.568,-0.03
2587,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.7,1.2,1.837,-0.027
2588,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.7,1.0,1.567,-0.032
2589,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.7,0.8,1.357,-0.037
2590,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.9,1.2,1.517,-0.034
2591,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.9,1.0,1.292,-0.038
2592,6500,19.5,34.0,5.0,0.3,4.0,6.0,0,200,10.0,15,0.9,0.8,1.069,-0.047
2593,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.2,2.256,-0.054
2594,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.0,2.084,-0.058
2595,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.5,0.8,1.95,-0.062
2596,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.2,2.114,-0.059
2597,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.0,1.969,-0.062
2598,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.7,0.8,1.793,-0.067
2599,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.2,1.977,-0.063
2600,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.0,1.825,-0.067
2601,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,5.0,15,0.9,0.8,1.657,-0.073
2602,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.2,2.311,-0.044
2603,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,2.16,-0.046
2604,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.5,0.8,2.008,-0.049
2605,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.2,2.203,-0.047
2606,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.0,2.059,-0.05
2607,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.7,0.8,1.907,-0.053
2608,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.2,2.064,-0.05
2609,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.0,1.901,-0.053
2610,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,100,10.0,15,0.9,0.8,1.766,-0.055
2611,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.2,2.25,-0.054
2612,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.0,2.078,-0.058
2613,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.5,0.8,1.94,-0.062
2614,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.2,2.128,-0.058
2615,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.0,0.0,-0.005
2616,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.7,0.8,1.829,-0.067
2617,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.2,1.987,-0.062
2618,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.0,1.816,-0.067
2619,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,5.0,15,0.9,0.8,1.655,-0.073
2620,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.2,2.307,-0.044
2621,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.0,2.162,-0.046
2622,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.5,0.8,2.023,-0.049
2623,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.2,0.0,-0.003
2624,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.0,2.055,-0.05
2625,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.7,0.8,1.895,-0.053
2626,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.2,2.069,-0.049
2627,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.0,1.91,-0.052
2628,6500,21.0,26.0,25.0,0.35,0.0,6.0,0,200,10.0,15,0.9,0.8,1.774,-0.055
2629,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.2,2.255,-0.036
2630,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.0,2.1,-0.04
2631,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.5,0.8,1.937,-0.045
2632,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.2,2.13,-0.042
2633,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.0,1.974,-0.044
2634,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.7,0.8,1.788,-0.051
2635,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.2,1.952,-0.045
2636,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.0,1.822,-0.05
2637,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,5.0,15,0.9,0.8,1.659,-0.058
2638,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.2,2.314,-0.025
2639,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.0,2.161,-0.027
2640,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.5,0.8,2.019,-0.03
2641,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.2,2.207,-0.028
2642,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.0,2.066,-0.031
2643,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.7,0.8,1.889,-0.035
2644,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.2,2.069,-0.031
2645,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.0,1.903,-0.034
2646,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,100,10.0,15,0.9,0.8,1.765,-0.037
2647,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.2,2.235,-0.036
2648,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.0,2.097,-0.04
2649,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.5,0.8,1.964,-0.045
2650,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.2,2.132,-0.041
2651,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.0,1.985,-0.044
2652,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.7,0.8,1.821,-0.05
2653,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.2,1.98,-0.045
2654,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.0,1.834,-0.05
2655,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,5.0,15,0.9,0.8,1.645,-0.057
2656,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.2,2.315,-0.025
2657,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.0,2.168,-0.027
2658,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.5,0.8,2.016,-0.03
2659,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.2,2.214,-0.028
2660,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.0,2.06,-0.031
2661,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.7,0.8,1.887,-0.035
2662,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.2,2.07,-0.031
2663,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.0,1.909,-0.034
2664,6500,21.0,26.0,25.0,0.3,0.0,6.0,0,200,10.0,15,0.9,0.8,1.76,-0.037
2665,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.2,1.868,-0.061
2666,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.0,1.749,-0.066
2667,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.5,0.8,1.583,-0.072
2668,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.2,1.758,-0.068
2669,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.0,1.613,-0.073
2670,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.7,0.8,1.474,-0.081
2671,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.2,1.62,-0.076
2672,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.0,1.466,-0.083
2673,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,5.0,15,0.9,0.8,1.312,-0.142
2674,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.2,1.916,-0.05
2675,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,1.792,-0.052
2676,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.5,0.8,1.66,-0.056
2677,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.2,1.833,-0.053
2678,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.0,1.686,-0.058
2679,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.7,0.8,1.543,-0.062
2680,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.2,1.694,-0.059
2681,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.0,1.514,-0.063
2682,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,100,10.0,15,0.9,0.8,1.401,-0.068
2683,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.2,1.865,-0.06
2684,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.0,1.739,-0.064
2685,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.5,0.8,1.533,-0.069
2686,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.2,1.767,-0.065
2687,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.0,1.62,-0.069
2688,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.7,0.8,1.496,-0.077
2689,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.2,1.635,-0.071
2690,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.0,1.482,-0.077
2691,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,5.0,15,0.9,0.8,1.305,-0.109
2692,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.2,1.925,-0.049
2693,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.0,1.799,-0.051
2694,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.5,0.8,1.651,-0.054
2695,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.2,1.821,-0.051
2696,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.0,1.689,-0.055
2697,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.7,0.8,1.548,-0.059
2698,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.2,1.706,-0.056
2699,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.0,1.527,-0.06
2700,6500,21.0,26.0,15.0,0.35,0.0,6.0,0,200,10.0,15,0.9,0.8,1.41,-0.063
2701,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.2,1.859,-0.044
2702,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.0,1.761,-0.048
2703,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.5,0.8,1.599,-0.054
2704,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.2,1.773,-0.05
2705,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.0,1.634,-0.055
2706,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.7,0.8,1.458,-0.065
2707,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.2,1.621,-0.058
2708,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.0,1.457,-0.066
2709,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,5.0,15,0.9,0.8,1.3,-0.099
2710,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.2,1.931,-0.032
2711,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.0,1.804,-0.034
2712,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.5,0.8,1.635,-0.038
2713,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.2,1.836,-0.035
2714,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.0,1.713,-0.04
2715,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.7,0.8,1.537,-0.045
2716,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.2,1.671,-0.041
2717,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.9,1.0,1.492,-0.045
2718,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,100,10.0,15,0.9,0.8,1.395,-0.05
2719,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.2,1.871,-0.042
2720,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.5,1.0,1.768,-0.047
2721,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.5,0.8,1.611,-0.052
2722,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.2,1.769,-0.047
2723,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.7,1.0,1.626,-0.052
2724,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.7,0.8,1.477,-0.06
2725,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.2,1.622,-0.053
2726,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.9,1.0,1.47,-0.06
2727,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,5.0,15,0.9,0.8,1.295,-0.087
2728,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.2,1.93,-0.031
2729,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.5,1.0,1.802,-0.033
2730,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.5,0.8,1.637,-0.036
2731,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.2,1.84,-0.033
2732,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.7,1.0,1.711,-0.037
2733,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.7,0.8,1.538,-0.042
2734,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.2,1.687,-0.038
2735,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.9,1.0,1.529,-0.042
2736,6500,21.0,26.0,15.0,0.3,0.0,6.0,0,200,10.0,15,0.9,0.8,1.395,-0.045
2737,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.2,1.436,-0.078
2738,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.5,1.0,1.291,-0.094
2739,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.5,0.8,1.134,-0.129
2740,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.2,1.276,-0.092
2741,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.7,1.0,1.128,-0.122
2742,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.7,0.8,0.0,-0.071
2743,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.2,1.063,-0.158
2744,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.9,1.0,0.0,-0.074
2745,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,5.0,15,0.9,0.8,0.0,-0.127
2746,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.2,1.479,-0.06
2747,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.5,1.0,1.349,-0.065
2748,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.5,0.8,1.186,-0.079
2749,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.2,1.394,-0.066
2750,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.7,1.0,1.192,-0.077
2751,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.7,0.8,1.026,-0.142
2752,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.2,1.125,-0.088
2753,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.9,1.0,0.0,-0.051
2754,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,100,10.0,15,0.9,0.8,0.0,-0.068
2755,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.2,1.425,-0.075
2756,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.5,1.0,1.294,-0.089
2757,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.5,0.8,1.128,-0.121
2758,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.2,1.276,-0.086
2759,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.7,1.0,1.137,-0.112
2760,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.7,0.8,0.0,-0.067
2761,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.2,1.064,-0.131
2762,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.9,1.0,0.0,-0.072
2763,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,5.0,15,0.9,0.8,0.0,-0.122
2764,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.2,1.519,-0.057
2765,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.5,1.0,1.333,-0.062
2766,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.5,0.8,1.168,-0.073
2767,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.2,1.402,-0.063
2768,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.7,1.0,1.197,-0.071
2769,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.7,0.8,1.03,-0.148
2770,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.2,1.133,-0.078
2771,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.9,1.0,0.0,-0.049
2772,6500,21.0,26.0,5.0,0.35,0.0,6.0,0,200,10.0,15,0.9,0.8,0.0,-0.065
2773,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.2,1.421,-0.058
2774,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.5,1.0,1.287,-0.071
2775,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.5,0.8,1.126,-0.103
2776,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.2,1.279,-0.07
2777,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.7,1.0,1.123,-0.095
2778,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.7,0.8,0.0,-0.052
2779,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.2,1.056,-0.124
2780,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.9,1.0,0.0,-0.055
2781,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,5.0,15,0.9,0.8,0.0,-0.092
2782,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.2,1.477,-0.041
2783,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.5,1.0,1.371,-0.045
2784,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.5,0.8,1.18,-0.057
2785,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.2,1.368,-0.047
2786,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.7,1.0,1.188,-0.056
2787,6500,21.0,26.0,5.0,0.3,0.0,6.0,0,100,10.0,15,0.7,0.8,1.036,-0.175
